COMPONENT: tia_
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,8,convert|read,1.92,2769,1,energy in pJ;  area in um^2
7nm,conservative,8,write|update|leak,0,2769,1
7nm,moderate,8,convert|read,0.3,2769,1,energy in pJ;  area in um^2
7nm,moderate,8,write|update|leak,0,2769,1
7nm,aggressive,8,convert|read,0.0375,2769,1,energy in pJ;  area in um^2
7nm,aggressive,8,write|update|leak,0,2769,1

COMPONENT: awg
technology,resolution,action,energy,area,global_cycle_seconds,comment
7nm,8,compute|read,0,1108089,1,area in um^2; this is an energy-free component
7nm,8,write|update|leak,0,1108089,1

COMPONENT: tia
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,8,convert|read,1.92,800,1,energy in pJ;  area in um^2
7nm,conservative,8,write|update|leak,0,800,1
7nm,moderate,8,convert|read,0.4,800,1,energy in pJ;  area in um^2
7nm,moderate,8,write|update|leak,0,800,1
7nm,aggressive,8,convert|read,0.075,800,1,energy in pJ;  area in um^2
7nm,aggressive,8,write|update|leak,0,800,1

COMPONENT: dac_cache
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,8,write|update,27,1540000,1,energy in pJ;  area in um^2
7nm,conservative,8,leak|convert|read,0,154000,1
7nm,moderate,8,write|update,13.5,400000,1,energy in pJ;  area in um^2
7nm,moderate,8,leak|convert|read,0,400000,1
7nm,aggressive_,8,write|update,5.2,60000,1,energy in pJ;  area in um^2
7nm,aggressive_,8,convert|read|leak,0,60000,1
7nm,aggressive,1,write|update,5.2,3750,1,energy in pJ;  area in um^2
7nm,aggressive,1,convert|read|leak,0,3750,1

COMPONENT: mrr
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,8,compute|read|write|update,0,410,1,energy in pJ;
7nm,conservative,8,leak,3.1e9,410,1
7nm,moderate,8,compute|read|write|update,0,410,1,energy in pJ;
7nm,moderate,8,leak,0.388e9,410,1
7nm,aggressive,8,compute|read|write|update,0,410,1,energy in pJ;
7nm,aggressive,8,leak,0.155e9,410,1

COMPONENT: tomrr
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,8,compute|read|write|update,0,400,1,energy in pJ;
7nm,conservative,8,leak,22.55e9,400,1
7nm,moderate,8,compute|read|write|update,0,400,1,energy in pJ;
7nm,moderate,8,leak,11.55e9,400,1
7nm,aggressive,8,compute|read|write|update,0,400,1,energy in pJ;
7nm,aggressive,8,leak,1.3e9,400,1

COMPONENT: eomrr
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,8,compute|read|write|update,0.053,400,1,energy in pJ;
7nm,conservative,8,leak,22.55e9,400,1
7nm,moderate,8,compute|read|write|update,0.000854,400,1,energy in pJ;
7nm,moderate,8,leak,11.55e9,400,1
7nm,aggressive,8,compute|read|write|update,0.00063,400,1,energy in pJ;
7nm,aggressive,8,leak,1.3e9,400,1

COMPONENT: microdisk
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,1,compute|read|write|update,0.00077,25,1,energy in pJ;
7nm,conservative,1,leak,0.0506e9,25,1
7nm,moderate,1,compute|read|write|update,0.03,10,1,energy in pJ;
7nm,moderate,1,leak,0.0225e9,10,1
7nm,aggressive,1,compute|read|write|update,0.085,25,1,energy in pJ;
7nm,aggressive,1,leak,0,25,1


COMPONENT: shift_add
technology,resolution,action,energy,area,global_cycle_seconds,comment
7nm,1,compute|read|write|update,0,25,1
7nm,1,leak,1279907,25,1

COMPONENT: mzm
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,8,compute|read|write|update,0,15066,1,energy in pJ;
7nm,conservative,8,leak,11.3e9,15066,1
7nm,moderate,8,compute|read|write|update,0,15066,1,energy in pJ;
7nm,moderate,8,leak,1.41e9,15066,1
7nm,aggressive,8,compute|read|write|update,0,15066,1,energy in pJ;
7nm,aggressive,8,leak,0.565e9,15066,1

COMPONENT: sram
technology,width,depth,action,energy,area,global_cycle_seconds,comment
7nm,64,262144,read,0.435E+00,637952,1,energy in pJ;  area in um^2 (based on 256 kB of storage and a footprint of 0.0.59×0.34 mm^2)
7nm,64,262144,write|update,0.435E+00,637952,1,
7nm,64,262144,leak,0,637952,1

COMPONENT: star_coupler
technology,resolution,action,energy,area,global_cycle_seconds,comment
7nm,8,compute|read,0,262500,1,area in um^2; this is an energy-free component
7nm,8,write|update|leak,0,262500,1,

COMPONENT: laser
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,8,compute|read|write|update,0,6153,1,energy in pJ;
7nm,conservative,8,leak,1.94e9,6153,1
7nm,moderate,8,compute|read|write|update,0,6153,1,energy in pJ;
7nm,moderate,8,leak,0.0713e9,6153,1
7nm,aggressive,8,compute|read|write|update,0,6153,1,energy in pJ;
7nm,aggressive,8,leak,0.0713e9,6153,1


COMPONENT: photodiode
technology,scaling,resolution,action,energy,area,global_cycle_seconds,comment
7nm,conservative,8,convert|read,0.05,64.5,1,energy in pJ;
7nm,conservative,8,leak|write|update,0,64.5,1
7nm,moderate,8,convert|read,0.05,64.5,1,energy in pJ;
7nm,moderate,8,leak|write|update,0,64.5,1
7nm,aggressive,8,convert|read,0.05,64.5,1,energy in pJ;
7nm,aggressive,8,leak|write|update,0,64.5,1


COMPONENT: delay_line
technology,resolution,action,energy,area,global_cycle_seconds,comment
7nm,8,compute|read|write|update,0,13000,1,energy in pJ;
7nm,8,leak,0,13000,1,

reference: {'MRR': 996800.0, 'ADC': 498400.0, 'DAC': 37380.0, 'Cache': 249200.0, 'Photodiode': 249200.0, 'TIA': 124600.0, 'MZM': 4610200.0}
model: {'MRR': 996300.0, 'ADC': 498746.679723, 'DAC': 37332.0, 'Cache': 78359.375, 'Photodiode': 0, 'TIA': 124605.0, 'MZM': 4610196.0}
