Tiles,PEs,Cols,Rows,EDP,TOPS,Energy,Area,Cycles,Latency,Power,Energy_per_MAC,TOPS_per_W,TOPS_per_mm2
1,1,9,113,0.17556330378246796,7.775917968749999,1.4537594467617336,3.7487520367e-05,603825152.0,0.1207650304,12.03791728405621,3.180534352759519e-11,0.645952101618851,207426.84212304116
1,1,100,12,0.08102256947820431,11.045039062499999,1.196120389750279,3.71595800566e-05,338689024.0,0.0677378048,17.658092010538244,2.6168817556548785e-11,0.6254944790132697,297232.61257733894
1,64,4,4,0.32838883653467943,7.916328125,2.9880978500305426,0.00013453147628,549494784.0,0.10989895679999999,27.18950149334395,6.537369433384119e-11,0.29115385314945674,58843.68732060717
1,32,4,8,0.23877728796618683,7.8649609375,2.153706537010198,0.00010230214508,554340352.0,0.11086807039999999,19.425850285297273,4.711883526997667e-11,0.40487087164738966,76879.72653310077
1,16,4,16,0.23334998783807873,7.806445312499999,1.848104114815302,8.593998188000001e-05,631322624.0,0.1262645248,14.636764504857203,4.043289450741199e-11,0.5333450100880857,90836.01301429549
1,8,4,32,0.25830401829475,7.276660156249999,1.863763981856411,7.759800588e-05,692963328.0,0.1385926656,13.447782202526675,4.077542015773629e-11,0.5411048488636887,93773.8035111734
1,32,8,4,0.28849742470522827,7.355,2.34189647350094,0.0001032737199379,615948288.0,0.1231896576,19.010495841340337,5.123596000659684e-11,0.38689153935720993,71218.50558324684
1,16,8,8,0.2178055986622743,7.355,1.7680510109825511,7.142515993799999e-05,615948288.0,0.1231896576,14.352268245792667,3.868138148434201e-11,0.512462551148046,102974.91817147411
1,8,8,16,0.2095722044856027,7.2964843749999995,1.5122164945763306,5.5310495938e-05,692930560.0,0.13858611199999998,10.91174629804414,3.30842683326023e-11,0.6686816368071028,131918.62143450952
1,4,8,32,0.19776800202003217,7.276660156249999,1.4269730736749187,4.712941193800001e-05,692963328.0,0.1385926656,10.296165872105995,3.1219310599035894e-11,0.7067349386788404,154397.4316043374
