Tiles,PEs,Cols,Rows,EDP,TOPS,Energy,Area,Cycles,Latency,Power,Energy_per_MAC,TOPS_per_W,TOPS_per_mm2
1,1,9,113,55.55441457196884,112.42875000000004,31.56697346711232,3.7487520367e-05,8799452160.0,1.7598904320000002,17.936897032412705,2.926199774177332e-11,6.268015576876909,2999098.0704866857
1,1,100,12,41.097687201398294,139.82730468749997,27.691710602528616,3.71595800566e-05,7420575744.0,1.4841151488,18.658734549619748,2.5669555665658982e-11,7.493932898592502,3762887.106757411
1,64,4,4,109.10697818972938,122.20398437499998,64.72482289685668,0.00013453147628,8428526592.0,1.6857053183999997,38.39628563211198,5.999828375444708e-11,3.1827032840071663,908367.2293958713
1,32,4,8,80.12946091739008,122.20398437499998,47.534678833098525,0.00010230214508,8428526592.0,1.6857053183999997,28.198688296372243,4.406345233805592e-11,4.333676201198391,1194539.8044140404
1,16,4,16,68.28686503881846,120.90005859374997,40.507586268072785,8.593998188000001e-05,8428898304.0,1.6857796607999997,24.028992169029724,3.754951432760099e-11,5.031424445240553,1406796.4170921694
1,8,4,32,66.37017204204567,121.11789062499999,39.37092477403892,7.759800588e-05,8428830720.0,1.685766144,23.354914864181136,3.649585761627334e-11,5.185970119324029,1560837.6691058339
1,32,8,4,80.25039192639085,122.20398437499998,47.60641794887444,0.0001032737199379,8428526592.0,1.6857053183999997,28.241245625338852,4.412995269498197e-11,4.327145693083561,1183301.854997409
1,16,8,8,62.708220896678114,122.20398437499998,37.19998994616574,7.142515993799999e-05,8428526592.0,1.6857053183999997,22.06790803832451,3.4483455536207015e-11,5.537633388845598,1710937.4971099556
1,8,8,16,54.709560116409214,120.90005859374997,32.453565189205314,5.5310495938e-05,8428898304.0,1.6857796607999997,19.251368339444916,3.00836392222729e-11,6.280076120409213,2185842.9678387307
1,4,8,32,52.037996320599305,121.11789062499999,30.869048180741792,4.712941193800001e-05,8428830720.0,1.685766144,18.31158389946986,2.8614831722141973e-11,6.614277131346704,2569900.3158438257
