network,architecture,variant,slice_bits,energy_model,optical_loss_db_per_stage,accuracy_status,layers,energy_j,latency_s,edp_j_s
gpt2_medium,c8_r16,mbosa1,1,optimistic_constant_symbol,1.0,NOT_MODELED,145,178.535275818783,9.051937177600001,1616.0901006971121
gpt2_medium,c8_r16,mbosa1,1,linear_bit,0.0,NOT_MODELED,145,176.77418809311305,9.051937177600001,1600.1488452401054
gpt2_medium,c8_r16,mbosa1,1,linear_bit,0.5,NOT_MODELED,145,177.31794831522603,9.051937177600001,1605.07092861035
gpt2_medium,c8_r16,mbosa1,1,linear_bit,1.0,NOT_MODELED,145,178.535275818783,9.051937177600001,1616.0901006971121
gpt2_medium,c8_r16,mbosa1,1,conservative_walden,0.0,NOT_MODELED,145,176.77418809311305,9.051937177600001,1600.1488452401054
gpt2_medium,c8_r16,mbosa1,1,conservative_walden,0.5,NOT_MODELED,145,177.31794831522603,9.051937177600001,1605.07092861035
gpt2_medium,c8_r16,mbosa1,1,conservative_walden,1.0,NOT_MODELED,145,178.535275818783,9.051937177600001,1616.0901006971121
mobilenet_v3,compact_4x4,mbosa1,1,optimistic_constant_symbol,0.0,NOT_MODELED,64,1.0363704416235215,0.033695027200000005,0.034920530219780574
mobilenet_v3,compact_4x4,mbosa1,1,optimistic_constant_symbol,0.5,NOT_MODELED,64,1.0437356611212925,0.033695027200000005,0.035168701491091935
mobilenet_v3,compact_4x4,mbosa1,1,optimistic_constant_symbol,1.0,NOT_MODELED,64,1.0602243337011483,0.033695027200000005,0.03572428776216208
mobilenet_v3,compact_4x4,mbosa1,1,linear_bit,0.0,NOT_MODELED,64,1.0363704416235215,0.033695027200000005,0.034920530219780574
mobilenet_v3,compact_4x4,mbosa1,1,linear_bit,0.5,NOT_MODELED,64,1.0437356611212925,0.033695027200000005,0.035168701491091935
mobilenet_v3,compact_4x4,mbosa1,1,linear_bit,1.0,NOT_MODELED,64,1.0602243337011483,0.033695027200000005,0.03572428776216208
mobilenet_v3,compact_4x4,mbosa1,1,conservative_walden,0.0,NOT_MODELED,64,1.0363704416235215,0.033695027200000005,0.034920530219780574
