network,architecture,energy_model,optical_loss_db_per_stage,layer,slice_bits,energy_j,latency_s,accuracy,accuracy_status
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/098,4,0.0006770971766793599,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/099,4,0.0026584070040627855,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/100,4,2.7222087721602923,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/101,4,2.683503148112808,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/102,4,2.011571566039153,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/103,4,0.67413060532921,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/104,4,0.0006770971766793599,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/105,4,0.0026584070040627855,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/106,4,2.7222087721602923,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/107,4,2.683503148112808,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/108,4,2.011571566039153,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/109,4,0.67413060532921,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/110,4,0.0006770971766793599,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/111,4,0.0026584070040627855,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/112,4,2.7222087721602923,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/113,4,2.683503148112808,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/114,4,2.011571566039153,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/115,4,0.67413060532921,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/116,4,0.0006770971766793599,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/117,4,0.0026584070040627855,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/118,4,2.7222087721602923,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/119,4,2.683503148112808,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/120,4,2.011571566039153,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/121,4,0.67413060532921,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/122,4,0.0006770971766793599,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/123,4,0.0026584070040627855,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/124,4,2.7222087721602923,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/125,4,2.683503148112808,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/126,4,2.011571566039153,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/127,4,0.67413060532921,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/128,4,0.0006770971766793599,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/129,4,0.0026584070040627855,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/130,4,2.7222087721602923,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/131,4,2.683503148112808,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/132,4,2.011571566039153,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/133,4,0.67413060532921,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/134,4,0.0006770971766793599,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/135,4,0.0026584070040627855,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/136,4,2.7222087721602923,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/137,4,2.683503148112808,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/138,4,2.011571566039153,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/139,4,0.67413060532921,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/140,4,0.0006770971766793599,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/141,4,0.0026584070040627855,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/142,4,2.7222087721602923,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/143,4,2.683503148112808,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,0.5,gpt2_medium/144,4,32.90702118323414,0.329383936,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/000,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/001,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/002,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/003,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/004,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/005,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/006,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/007,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/008,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/009,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/010,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/011,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/012,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/013,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/014,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/015,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/016,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/017,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/018,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/019,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/020,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/021,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/022,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/023,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/024,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/025,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/026,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/027,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/028,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/029,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/030,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/031,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/032,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/033,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/034,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/035,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/036,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/037,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/038,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/039,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/040,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/041,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/042,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/043,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/044,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/045,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/046,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/047,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/048,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/049,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/050,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/051,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/052,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/053,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/054,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/055,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/056,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/057,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/058,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/059,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/060,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/061,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/062,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/063,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/064,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/065,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/066,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/067,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/068,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/069,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/070,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/071,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/072,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/073,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/074,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/075,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/076,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/077,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/078,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/079,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/080,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/081,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/082,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/083,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/084,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/085,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/086,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/087,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/088,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/089,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/090,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/091,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/092,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/093,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/094,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/095,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/096,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/097,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/098,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/099,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/100,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/101,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/102,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/103,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/104,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/105,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/106,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/107,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/108,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/109,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/110,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/111,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/112,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/113,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/114,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/115,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/116,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/117,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/118,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/119,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/120,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/121,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/122,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/123,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/124,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/125,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/126,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/127,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/128,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/129,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/130,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/131,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/132,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/133,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/134,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/135,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/136,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/137,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/138,4,2.0121062514112222,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/139,4,0.6743088337865664,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/140,4,0.000677271227907247,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/141,4,0.002659103208974334,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/142,4,2.722921685989718,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/143,4,2.6842160619422337,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,optimistic_constant_symbol,1.0,gpt2_medium/144,4,32.915768464023515,0.329383936,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/000,4,6.26620502669281,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/001,4,2.092341758880429,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/002,4,0.002062069006319222,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/003,4,0.008198294322622235,2.62144e-05,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/004,4,8.395053386365168,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/005,4,8.356347762317684,0.0268435456,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/006,4,6.26620502669281,0.0201326592,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/007,4,2.092341758880429,0.0067108864,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/008,4,0.002062069006319222,6.5536e-06,,NOT_MODELED
gpt2_medium,compact_4x4,linear_bit,0.0,gpt2_medium/009,4,0.008198294322622235,2.62144e-05,,NOT_MODELED
