network,architecture,energy_model,optical_loss_db_per_stage,mapping,stationarity,layers,energy_j,latency_s,edp_j_s,frontier_states,accuracy,accuracy_status,best_fixed_stationarity,best_fixed_slice_bits,fixed_edp_j_s,aswm_reduction_vs_best_fixed
resnet18,c4_r8,conservative_walden,1.0,ASWM-WS,WS,21,7.231542951902767,0.1295198208,0.9366281472379494,2234,,NOT_MODELED,WS,2,0.9366281472379496,2.220446049250313e-16
resnet18,c4_r16,optimistic_constant_symbol,0.0,ASWM-WS,WS,21,2.649817163751894,0.0647600128,0.17160219344223235,1,,NOT_MODELED,WS,4,0.17160219344223238,1.1102230246251565e-16
resnet18,c4_r16,optimistic_constant_symbol,0.5,ASWM-WS,WS,21,2.650152297067404,0.0647600128,0.17162389668003447,1,,NOT_MODELED,WS,4,0.17162389668003453,3.3306690738754696e-16
resnet18,c4_r16,optimistic_constant_symbol,1.0,ASWM-WS,WS,21,2.650528322832058,0.0647600128,0.17164824811336662,1,,NOT_MODELED,WS,4,0.17164824811336665,1.1102230246251565e-16
resnet18,c4_r16,linear_bit,0.0,ASWM-WS,WS,21,4.951940942714455,0.0647600128,0.3206877588350322,784,,NOT_MODELED,WS,4,0.32068775883503214,-2.220446049250313e-16
resnet18,c4_r16,linear_bit,0.5,ASWM-WS,WS,21,4.952276076029965,0.0647600128,0.3207094620728343,784,,NOT_MODELED,WS,4,0.32070946207283424,-2.220446049250313e-16
resnet18,c4_r16,linear_bit,1.0,ASWM-WS,WS,21,4.952652101794618,0.0647600128,0.32073381350616637,784,,NOT_MODELED,WS,4,0.3207338135061663,-2.220446049250313e-16
resnet18,c4_r16,conservative_walden,0.0,ASWM-WS,WS,21,4.873674141563949,0.1295200256,0.6312383995814208,2037,,NOT_MODELED,WS,2,0.6312383995814209,2.220446049250313e-16
resnet18,c4_r16,conservative_walden,0.5,ASWM-WS,WS,21,4.875938478247306,0.1295200256,0.6315316765266161,2037,,NOT_MODELED,WS,2,0.6315316765266162,2.220446049250313e-16
resnet18,c4_r16,conservative_walden,1.0,ASWM-WS,WS,21,4.879136938826213,0.1295200256,0.6319459412226768,1999,,NOT_MODELED,WS,2,0.6319459412226769,2.220446049250313e-16
alexnet,paper_optimum_8x8,optimistic_constant_symbol,0.0,ASWM-WS,WS,8,0.88685913862907,0.0307974144,0.027312968406786514,1,,NOT_MODELED,WS,4,0.027312968406786514,0.0
alexnet,paper_optimum_8x8,optimistic_constant_symbol,0.5,ASWM-WS,WS,8,0.8872014233075883,0.0307974144,0.02732350988987362,1,,NOT_MODELED,WS,4,0.027323509889873615,-2.220446049250313e-16
alexnet,paper_optimum_8x8,optimistic_constant_symbol,1.0,ASWM-WS,WS,8,0.8875854730335107,0.0307974144,0.027335337628433053,1,,NOT_MODELED,WS,4,0.027335337628433053,0.0
alexnet,paper_optimum_8x8,linear_bit,0.0,ASWM-WS,WS,8,1.999459712531918,0.0307974144,0.061578189342950354,93,,NOT_MODELED,WS,4,0.06157818934295035,-2.220446049250313e-16
alexnet,paper_optimum_8x8,linear_bit,0.5,ASWM-WS,WS,8,1.9998019972104362,0.0307974144,0.06158873082603745,93,,NOT_MODELED,WS,4,0.061588730826037455,1.1102230246251565e-16
alexnet,paper_optimum_8x8,linear_bit,1.0,ASWM-WS,WS,8,2.0001860469363586,0.0307974144,0.06160055856459689,93,,NOT_MODELED,WS,4,0.06160055856459689,0.0
alexnet,paper_optimum_8x8,conservative_walden,0.0,ASWM-WS,WS,8,1.9333481546382456,0.0615948288,0.11908424859573867,244,,NOT_MODELED,WS,2,0.11908424859573867,0.0
alexnet,paper_optimum_8x8,conservative_walden,0.5,ASWM-WS,WS,8,1.9356687968096733,0.0615948288,0.11922718815299381,237,,NOT_MODELED,WS,2,0.11922718815299381,0.0
alexnet,paper_optimum_8x8,conservative_walden,1.0,ASWM-WS,WS,8,1.9389467910044496,0.0615948288,0.11942909564422845,232,,NOT_MODELED,WS,2,0.11942909564422845,0.0
vgg16,c4_r32,optimistic_constant_symbol,0.0,ASWM-WS,WS,16,26.83628914611796,0.6851657727999999,18.38730679188416,1,,NOT_MODELED,WS,4,18.387306791884168,3.3306690738754696e-16
vgg16,c4_r32,optimistic_constant_symbol,0.5,ASWM-WS,WS,16,26.837807764601983,0.6851657727999999,18.388347297291357,1,,NOT_MODELED,WS,4,18.388347297291357,0.0
vgg16,c4_r32,optimistic_constant_symbol,1.0,ASWM-WS,WS,16,26.83951168256608,0.6851657727999999,18.389514763560015,1,,NOT_MODELED,WS,4,18.38951476356002,2.220446049250313e-16
vgg16,c4_r32,linear_bit,0.0,ASWM-WS,WS,16,37.06366471889698,0.6851657727999999,25.39475447992314,408,,NOT_MODELED,WS,4,25.394754479923137,-2.220446049250313e-16
vgg16,c4_r32,linear_bit,0.5,ASWM-WS,WS,16,37.06518333738098,0.6851657727999999,25.39579498533032,408,,NOT_MODELED,WS,4,25.395794985330326,3.3306690738754696e-16
vgg16,c4_r32,linear_bit,1.0,ASWM-WS,WS,16,37.0668872553451,0.6851657727999999,25.396962451598995,408,,NOT_MODELED,WS,4,25.39696245159899,-2.220446049250313e-16
vgg16,c4_r32,conservative_walden,0.0,ASWM-WS,WS,16,74.56404181908665,0.6851657727999999,51.08872933606602,408,,NOT_MODELED,WS,4,51.08872933606604,4.440892098500626e-16
vgg16,c4_r32,conservative_walden,0.5,ASWM-WS,WS,16,74.56556043757067,0.6851657727999999,51.089769841473206,408,,NOT_MODELED,WS,4,51.08976984147322,3.3306690738754696e-16
vgg16,c4_r32,conservative_walden,1.0,ASWM-WS,WS,16,74.56726435553479,0.6851657727999999,51.09093730774188,408,,NOT_MODELED,WS,4,51.09093730774189,1.1102230246251565e-16
resnet18,paper_optimum_8x8,optimistic_constant_symbol,0.0,ASWM-WS,WS,21,2.677354114697538,0.07884933119999997,0.21110758132946889,1,,NOT_MODELED,WS,4,0.2111075813294689,1.1102230246251565e-16
resnet18,paper_optimum_8x8,optimistic_constant_symbol,0.5,ASWM-WS,WS,21,2.67827777320277,0.07884933119999997,0.2111804111848636,1,,NOT_MODELED,WS,4,0.21118041118486366,2.220446049250313e-16
resnet18,paper_optimum_8x8,optimistic_constant_symbol,1.0,ASWM-WS,WS,21,2.679314135091113,0.07884933119999997,0.21126212762664065,1,,NOT_MODELED,WS,4,0.2112621276266407,2.220446049250313e-16
resnet18,paper_optimum_8x8,linear_bit,0.0,ASWM-WS,WS,21,5.81743411861823,0.07884933119999997,0.4587007895531088,480,,NOT_MODELED,WS,4,0.45870078955310883,1.1102230246251565e-16
resnet18,paper_optimum_8x8,linear_bit,0.5,ASWM-WS,WS,21,5.818357777123462,0.07884933119999997,0.4587736194085035,480,,NOT_MODELED,WS,4,0.4587736194085036,2.220446049250313e-16
resnet18,paper_optimum_8x8,linear_bit,1.0,ASWM-WS,WS,21,5.8193941390118065,0.07884933119999997,0.4588553358502806,480,,NOT_MODELED,WS,4,0.45885533585028065,1.1102230246251565e-16
resnet18,paper_optimum_8x8,conservative_walden,0.0,ASWM-WS,WS,21,5.55306443072931,0.15769866239999994,0.8757108329470293,1236,,NOT_MODELED,WS,2,0.8757108329470294,1.1102230246251565e-16
resnet18,paper_optimum_8x8,conservative_walden,0.5,ASWM-WS,WS,21,5.559333191861386,0.15769866239999994,0.8766994081924628,1236,,NOT_MODELED,WS,2,0.8766994081924634,6.661338147750939e-16
resnet18,paper_optimum_8x8,conservative_walden,1.0,ASWM-WS,WS,21,5.568188052318722,0.15769866239999994,0.8780958078423233,1235,,NOT_MODELED,WS,2,0.8780958078423238,5.551115123125783e-16
resnet18,compact_4x4,optimistic_constant_symbol,0.0,ASWM-WS,WS,21,4.9236001126399245,0.0643986432,0.3170731669133783,1,,NOT_MODELED,WS,4,0.31707316691337833,2.220446049250313e-16
resnet18,compact_4x4,optimistic_constant_symbol,0.5,ASWM-WS,WS,21,4.925009131953746,0.0643986432,0.31716390584543097,1,,NOT_MODELED,WS,4,0.3171639058454309,-2.220446049250313e-16
resnet18,compact_4x4,optimistic_constant_symbol,1.0,ASWM-WS,WS,21,4.926590077626319,0.0643986432,0.3172657166017176,1,,NOT_MODELED,WS,4,0.31726571660171754,-2.220446049250313e-16
resnet18,compact_4x4,linear_bit,0.0,ASWM-WS,WS,21,14.590241204191154,0.0643986432,0.9395917375106444,1322,,NOT_MODELED,WS,4,0.9395917375106445,1.1102230246251565e-16
resnet18,compact_4x4,linear_bit,0.5,ASWM-WS,WS,21,14.591650223504976,0.0643986432,0.9396824764426971,1322,,NOT_MODELED,WS,4,0.9396824764426972,1.1102230246251565e-16
resnet18,compact_4x4,linear_bit,1.0,ASWM-WS,WS,21,14.593231169177548,0.0643986432,0.9397842871989837,1280,,NOT_MODELED,WS,4,0.9397842871989837,0.0
resnet18,compact_4x4,conservative_walden,0.0,ASWM-WS,WS,21,12.258878587815994,0.1287972864,1.578910296417764,1389,,NOT_MODELED,WS,2,1.5789102964177646,4.440892098500626e-16
resnet18,compact_4x4,conservative_walden,0.5,ASWM-WS,WS,21,12.268392657699934,0.1287972864,1.5801356828014355,1389,,NOT_MODELED,WS,2,1.5801356828014355,0.0
resnet18,compact_4x4,conservative_walden,1.0,ASWM-WS,WS,21,12.28183163861316,0.1287972864,1.5818665870750401,1389,,NOT_MODELED,WS,2,1.5818665870750404,1.1102230246251565e-16
alexnet,c4_r32,optimistic_constant_symbol,0.0,ASWM-WS,WS,8,1.0949538823545224,0.0346481664,0.03793814431614551,1,,NOT_MODELED,WS,4,0.037938144316145526,3.3306690738754696e-16
alexnet,c4_r32,optimistic_constant_symbol,0.5,ASWM-WS,WS,8,1.0950253227273001,0.0346481664,0.0379406195940692,1,,NOT_MODELED,WS,4,0.0379406195940692,0.0
alexnet,c4_r32,optimistic_constant_symbol,1.0,ASWM-WS,WS,8,1.0951054801439384,0.0346481664,0.03794339690157907,1,,NOT_MODELED,WS,4,0.03794339690157907,0.0
alexnet,c4_r32,linear_bit,0.0,ASWM-WS,WS,8,1.5965451685902343,0.0346481664,0.05531736266643049,112,,NOT_MODELED,WS,4,0.055317362666430496,1.1102230246251565e-16
alexnet,c4_r32,linear_bit,0.5,ASWM-WS,WS,8,1.596616608963012,0.0346481664,0.055319837944354175,112,,NOT_MODELED,WS,4,0.05531983794435416,-2.220446049250313e-16
alexnet,c4_r32,linear_bit,1.0,ASWM-WS,WS,8,1.59669676637965,0.0346481664,0.05532261525186404,112,,NOT_MODELED,WS,4,0.05532261525186405,1.1102230246251565e-16
alexnet,c4_r32,conservative_walden,0.0,ASWM-WS,WS,8,1.6927829216552825,0.0692963328,0.11730364869718078,102,,NOT_MODELED,WS,2,0.11730364869718078,0.0
alexnet,c4_r32,conservative_walden,0.5,ASWM-WS,WS,8,1.6932662222514017,0.0692963328,0.11733713965613189,102,,NOT_MODELED,WS,2,0.11733713965613189,0.0
alexnet,c4_r32,conservative_walden,1.0,ASWM-WS,WS,8,1.6939489024887586,0.0692963328,0.11738444689305576,102,,NOT_MODELED,WS,2,0.11738444689305576,0.0
alexnet,compact_4x4,optimistic_constant_symbol,0.0,ASWM-WS,WS,8,2.0393474338506947,0.0274747392,0.05603053888323709,1,,NOT_MODELED,WS,4,0.05603053888323708,-2.220446049250313e-16
alexnet,compact_4x4,optimistic_constant_symbol,0.5,ASWM-WS,WS,8,2.039921203088159,0.0274747392,0.0560463030433974,1,,NOT_MODELED,WS,4,0.05604630304339741,1.1102230246251565e-16
alexnet,compact_4x4,optimistic_constant_symbol,1.0,ASWM-WS,WS,8,2.0405649827611057,0.0274747392,0.05606399072201387,1,,NOT_MODELED,WS,4,0.05606399072201387,0.0
alexnet,compact_4x4,linear_bit,0.0,ASWM-WS,WS,8,6.071345662584646,0.0274747392,0.16680863867256435,288,,NOT_MODELED,WS,4,0.16680863867256435,0.0
alexnet,compact_4x4,linear_bit,0.5,ASWM-WS,WS,8,6.071919431822112,0.0274747392,0.1668244028327247,285,,NOT_MODELED,WS,4,0.1668244028327247,0.0
alexnet,compact_4x4,linear_bit,1.0,ASWM-WS,WS,8,6.0725632114950585,0.0274747392,0.1668420905113412,282,,NOT_MODELED,WS,4,0.16684209051134116,-2.220446049250313e-16
alexnet,compact_4x4,conservative_walden,0.0,ASWM-WS,WS,8,5.071210184437066,0.0549494784,0.2786603544915846,275,,NOT_MODELED,WS,2,0.2786603544915846,0.0
alexnet,compact_4x4,conservative_walden,0.5,ASWM-WS,WS,8,5.075089319106369,0.0549494784,0.27887351091830614,273,,NOT_MODELED,WS,2,0.2788735109183062,2.220446049250313e-16
alexnet,compact_4x4,conservative_walden,1.0,ASWM-WS,WS,8,5.080568742467407,0.0549494784,0.27917460237392794,273,,NOT_MODELED,WS,2,0.279174602373928,2.220446049250313e-16
alexnet,c4_r8,optimistic_constant_symbol,0.0,ASWM-WS,WS,8,1.3050021990547922,0.0277170176,0.03617076891924038,1,,NOT_MODELED,WS,4,0.03617076891924038,0.0
alexnet,c4_r8,optimistic_constant_symbol,0.5,ASWM-WS,WS,8,1.305285946188973,0.0277170176,0.03617863354355242,1,,NOT_MODELED,WS,4,0.03617863354355241,-2.220446049250313e-16
alexnet,c4_r8,optimistic_constant_symbol,1.0,ASWM-WS,WS,8,1.3056043157098791,0.0277170176,0.03618745779716668,1,,NOT_MODELED,WS,4,0.036187457797166665,-4.440892098500626e-16
alexnet,c4_r8,linear_bit,0.0,ASWM-WS,WS,8,3.301437488198088,0.0277170176,0.0915060009656862,211,,NOT_MODELED,WS,4,0.09150600096568619,-2.220446049250313e-16
alexnet,c4_r8,linear_bit,0.5,ASWM-WS,WS,8,3.301721235332269,0.0277170176,0.09151386558999824,207,,NOT_MODELED,WS,4,0.09151386558999823,-2.220446049250313e-16
alexnet,c4_r8,linear_bit,1.0,ASWM-WS,WS,8,3.302039604853175,0.0277170176,0.09152268984361249,182,,NOT_MODELED,WS,4,0.09152268984361249,0.0
alexnet,c4_r8,conservative_walden,0.0,ASWM-WS,WS,8,2.932100431417283,0.0554340352,0.16253815852512085,243,,NOT_MODELED,WS,2,0.1625381585251209,3.3306690738754696e-16
alexnet,c4_r8,conservative_walden,0.5,ASWM-WS,WS,8,2.9340190541289024,0.0554340352,0.1626445155240523,243,,NOT_MODELED,WS,2,0.16264451552405232,2.220446049250313e-16
alexnet,c4_r8,conservative_walden,1.0,ASWM-WS,WS,8,2.936729180743031,0.0554340352,0.16279474877817635,242,,NOT_MODELED,WS,2,0.16279474877817635,0.0
resnet18,c8_r16,optimistic_constant_symbol,0.0,ASWM-WS,WS,21,2.084001353598254,0.07884943359999998,0.1643223263528556,1,,NOT_MODELED,WS,4,0.16432232635285562,2.220446049250313e-16
resnet18,c8_r16,optimistic_constant_symbol,0.5,ASWM-WS,WS,21,2.0844638536919398,0.07884943359999998,0.16435879422328267,1,,NOT_MODELED,WS,4,0.1643587942232827,2.220446049250313e-16
resnet18,c8_r16,optimistic_constant_symbol,1.0,ASWM-WS,WS,21,2.084982787332171,0.07884943359999998,0.1643997118468909,1,,NOT_MODELED,WS,4,0.16439971184689098,5.551115123125783e-16
resnet18,c8_r16,linear_bit,0.0,ASWM-WS,WS,21,3.654043871495802,0.07884943359999998,0.28811928961699507,248,,NOT_MODELED,WS,4,0.2881192896169952,3.3306690738754696e-16
resnet18,c8_r16,linear_bit,0.5,ASWM-WS,WS,21,3.6545063715894877,0.07884943359999998,0.28815575748742217,248,,NOT_MODELED,WS,4,0.2881557574874222,2.220446049250313e-16
resnet18,c8_r16,linear_bit,1.0,ASWM-WS,WS,21,3.6550253052297204,0.07884943359999998,0.2881966751110305,248,,NOT_MODELED,WS,4,0.2881966751110305,0.0
resnet18,c8_r16,conservative_walden,0.0,ASWM-WS,WS,21,3.8355259587337707,0.15769886719999995,0.6048580988085094,480,,NOT_MODELED,WS,2,0.6048580988085095,2.220446049250313e-16
resnet18,c8_r16,conservative_walden,0.5,ASWM-WS,WS,21,3.838648800441189,0.15769886719999995,0.6053505674082141,480,,NOT_MODELED,WS,2,0.6053505674082141,0.0
resnet18,c8_r16,conservative_walden,1.0,ASWM-WS,WS,21,3.8430599315988276,0.15769886719999995,0.6060461977948445,480,,NOT_MODELED,WS,2,0.6060461977948447,3.3306690738754696e-16
alexnet,c8_r16,optimistic_constant_symbol,0.0,ASWM-WS,WS,8,0.7070625427710673,0.034646527999999996,0.02449726218586898,1,,NOT_MODELED,WS,4,0.024497262185868982,1.1102230246251565e-16
alexnet,c8_r16,optimistic_constant_symbol,0.5,ASWM-WS,WS,8,0.7072333058365201,0.034646527999999996,0.024503178533197556,1,,NOT_MODELED,WS,4,0.024503178533197563,3.3306690738754696e-16
alexnet,c8_r16,optimistic_constant_symbol,1.0,ASWM-WS,WS,8,0.7074249051472716,0.034646527999999996,0.02450981678408229,1,,NOT_MODELED,WS,4,0.02450981678408229,0.0
alexnet,c8_r16,linear_bit,0.0,ASWM-WS,WS,8,1.2610512440860369,0.034646527999999996,0.043691047237661707,98,,NOT_MODELED,WS,4,0.04369104723766171,1.1102230246251565e-16
alexnet,c8_r16,linear_bit,0.5,ASWM-WS,WS,8,1.2612220071514897,0.034646527999999996,0.043696963584990284,98,,NOT_MODELED,WS,4,0.04369696358499029,1.1102230246251565e-16
alexnet,c8_r16,linear_bit,1.0,ASWM-WS,WS,8,1.261413606462241,0.034646527999999996,0.04370360183587501,98,,NOT_MODELED,WS,4,0.04370360183587502,1.1102230246251565e-16
alexnet,c8_r16,conservative_walden,0.0,ASWM-WS,WS,8,1.3533939975829385,0.06929305599999999,0.09378080606457842,115,,NOT_MODELED,WS,2,0.09378080606457843,1.1102230246251565e-16
alexnet,c8_r16,conservative_walden,0.5,ASWM-WS,WS,8,1.3545474752601459,0.06929305599999999,0.09386073405785988,115,,NOT_MODELED,WS,2,0.09386073405785993,4.440892098500626e-16
alexnet,c8_r16,conservative_walden,1.0,ASWM-WS,WS,8,1.356176805786086,0.06929305599999999,0.09397363534923636,115,,NOT_MODELED,WS,2,0.09397363534923636,0.0
vgg16,c8_r32,optimistic_constant_symbol,0.0,ASWM-WS,WS,16,19.60393479809735,0.6851657727999999,13.43194513585918,1,,NOT_MODELED,WS,4,13.431945135859184,2.220446049250313e-16
vgg16,c8_r32,optimistic_constant_symbol,0.5,ASWM-WS,WS,16,19.605956572224265,0.6851657727999999,13.433330386291276,1,,NOT_MODELED,WS,4,13.43333038629128,2.220446049250313e-16
vgg16,c8_r32,optimistic_constant_symbol,1.0,ASWM-WS,WS,16,19.6082250401051,0.6851657727999999,13.43488466283992,1,,NOT_MODELED,WS,4,13.434884662839925,4.440892098500626e-16
vgg16,c8_r32,linear_bit,0.0,ASWM-WS,WS,16,26.396126110126644,0.6851657727999999,18.08572214517118,1,,NOT_MODELED,WS,4,18.085722145171175,-2.220446049250313e-16
vgg16,c8_r32,linear_bit,0.5,ASWM-WS,WS,16,26.39814788425355,0.6851657727999999,18.087107395603265,1,,NOT_MODELED,WS,4,18.087107395603272,4.440892098500626e-16
vgg16,c8_r32,linear_bit,1.0,ASWM-WS,WS,16,26.400416352134396,0.6851657727999999,18.08866167215192,1,,NOT_MODELED,WS,4,18.088661672151915,-2.220446049250313e-16
vgg16,c8_r32,conservative_walden,0.0,ASWM-WS,WS,16,51.30082758756735,0.6851657727999999,35.14957117931514,544,,NOT_MODELED,WS,4,35.149571179315146,2.220446049250313e-16
vgg16,c8_r32,conservative_walden,0.5,ASWM-WS,WS,16,51.30284936169427,0.6851657727999999,35.15095642974724,544,,NOT_MODELED,WS,4,35.15095642974724,0.0
vgg16,c8_r32,conservative_walden,1.0,ASWM-WS,WS,16,51.30511782957511,0.6851657727999999,35.152510706295885,544,,NOT_MODELED,WS,4,35.152510706295885,0.0
vgg16,c4_r16,optimistic_constant_symbol,0.0,ASWM-WS,WS,16,22.982996438089017,0.5562318848,12.78387542710994,1,,NOT_MODELED,WS,4,12.783875427109942,1.1102230246251565e-16
vgg16,c4_r16,optimistic_constant_symbol,0.5,ASWM-WS,WS,16,22.985870909320674,0.5562318848,12.785474299660928,1,,NOT_MODELED,WS,4,12.78547429966093,1.1102230246251565e-16
vgg16,c4_r16,optimistic_constant_symbol,1.0,ASWM-WS,WS,16,22.98909611908895,0.5562318848,12.78726826416921,1,,NOT_MODELED,WS,4,12.78726826416921,0.0
vgg16,c4_r16,linear_bit,0.0,ASWM-WS,WS,16,42.3375433046101,0.5562318848,23.549491510124895,1398,,NOT_MODELED,WS,4,23.549491510124906,4.440892098500626e-16
vgg16,c4_r16,linear_bit,0.5,ASWM-WS,WS,16,42.34041777584175,0.5562318848,23.55109038267588,1398,,NOT_MODELED,WS,4,23.551090382675888,3.3306690738754696e-16
vgg16,c4_r16,linear_bit,1.0,ASWM-WS,WS,16,42.34364298561003,0.5562318848,23.552884347184165,1398,,NOT_MODELED,WS,4,23.552884347184172,3.3306690738754696e-16
vgg16,c4_r16,conservative_walden,0.0,ASWM-WS,WS,16,41.76315803326953,1.1124637696,46.46000021609154,2852,,NOT_MODELED,WS,2,46.46000021609154,0.0
vgg16,c4_r16,conservative_walden,0.5,ASWM-WS,WS,16,41.78258113275827,1.1124637696,46.481607710566095,2852,,NOT_MODELED,WS,2,46.481607710566095,0.0
vgg16,c4_r16,conservative_walden,1.0,ASWM-WS,WS,16,41.81001699001908,1.1124637696,46.51212910775667,2722,,NOT_MODELED,WS,2,46.512129107756664,-2.220446049250313e-16
alexnet,c4_r32,optimistic_constant_symbol,0.0,ASWM-IS,IS,8,2.051466290628191,0.0243848384,0.05002467398001587,1,,NOT_MODELED,IS,4,0.05002467398001588,1.1102230246251565e-16
alexnet,c4_r32,optimistic_constant_symbol,0.5,ASWM-IS,IS,8,2.0515382302228615,0.0243848384,0.050026428215406475,1,,NOT_MODELED,IS,4,0.05002642821540648,1.1102230246251565e-16
alexnet,c4_r32,optimistic_constant_symbol,1.0,ASWM-IS,IS,8,2.051618947775677,0.0243848384,0.050028396499887925,1,,NOT_MODELED,IS,4,0.05002839649988793,1.1102230246251565e-16
alexnet,c4_r32,linear_bit,0.0,ASWM-IS,IS,8,2.9957580421851357,0.0243848384,0.07305107574418492,110,,NOT_MODELED,IS,4,0.07305107574418492,0.0
alexnet,c4_r32,linear_bit,0.5,ASWM-IS,IS,8,2.9958299817798064,0.0243848384,0.07305282997957553,110,,NOT_MODELED,IS,4,0.07305282997957552,-2.220446049250313e-16
alexnet,c4_r32,linear_bit,1.0,ASWM-IS,IS,8,2.9959106993326214,0.0243848384,0.07305479826405696,110,,NOT_MODELED,IS,4,0.07305479826405696,0.0
alexnet,c4_r32,conservative_walden,0.0,ASWM-IS,IS,8,2.472373235252311,0.0487696768,0.12057684361222558,110,,NOT_MODELED,IS,2,0.12057684361222558,0.0
alexnet,c4_r32,conservative_walden,0.5,ASWM-IS,IS,8,2.472860001204434,0.0487696768,0.12060058303038787,110,,NOT_MODELED,IS,2,0.12060058303038784,-2.220446049250313e-16
alexnet,c4_r32,conservative_walden,1.0,ASWM-IS,IS,8,2.473547576387251,0.0487696768,0.12063411584982955,110,,NOT_MODELED,IS,2,0.12063411584982954,-2.220446049250313e-16
mobilenet_v3,paper_optimum_8x8,optimistic_constant_symbol,0.0,ASWM-IS,IS,64,2.5487618137810246,0.0200324576,0.05105796296706747,181128,,NOT_MODELED,IS,4,0.05105796296706751,6.661338147750939e-16
mobilenet_v3,paper_optimum_8x8,optimistic_constant_symbol,0.5,ASWM-IS,IS,64,2.548857172099932,0.0200324576,0.05105987322854779,133718,,NOT_MODELED,IS,4,0.051059873228547784,-2.220446049250313e-16
mobilenet_v3,paper_optimum_8x8,optimistic_constant_symbol,1.0,ASWM-IS,IS,64,2.548964165893516,0.0200324576,0.05106201657718123,133195,,NOT_MODELED,IS,4,0.0510620165771812,-4.440892098500626e-16
mobilenet_v3,paper_optimum_8x8,linear_bit,0.0,ASWM-IS,IS,64,3.1220388464637665,0.0200324576,0.06254211081733832,186897,,NOT_MODELED,IS,4,0.0625421108173383,-2.220446049250313e-16
mobilenet_v3,paper_optimum_8x8,linear_bit,0.5,ASWM-IS,IS,64,3.1221342047826717,0.0200324576,0.0625440210788186,238679,,NOT_MODELED,IS,4,0.0625440210788186,0.0
mobilenet_v3,paper_optimum_8x8,linear_bit,1.0,ASWM-IS,IS,64,3.122241198576254,0.0200324576,0.06254616442745199,237865,,NOT_MODELED,IS,4,0.062546164427452,2.220446049250313e-16
mobilenet_v3,paper_optimum_8x8,conservative_walden,0.0,ASWM-IS,IS,64,3.03214058151933,0.026843539199999995,0.08139338455992493,530322,,NOT_MODELED,IS,4,0.10465065293499792,0.2222372027580074
mobilenet_v3,paper_optimum_8x8,conservative_walden,0.5,ASWM-IS,IS,64,3.032681377158091,0.026843539199999995,0.0814079014288532,508925,,NOT_MODELED,IS,4,0.1046525631964782,0.22211268465526934
mobilenet_v3,paper_optimum_8x8,conservative_walden,1.0,ASWM-IS,IS,64,3.033440033785137,0.026843539199999995,0.08142826645776063,457720,,NOT_MODELED,IS,4,0.10465470654511164,0.22193402336223833
gpt2_medium,c8_r16,optimistic_constant_symbol,0.0,ASWM-IS,IS,145,253.53701594906076,2.907176960000001,737.0769712742622,1,,NOT_MODELED,IS,4,737.0769712742617,-6.661338147750939e-16
gpt2_medium,c8_r16,optimistic_constant_symbol,0.5,ASWM-IS,IS,145,253.55393004713878,2.907176960000001,737.1261435504938,1,,NOT_MODELED,IS,4,737.1261435504939,1.1102230246251565e-16
gpt2_medium,c8_r16,optimistic_constant_symbol,1.0,ASWM-IS,IS,145,253.57290797732045,2.907176960000001,737.1813157518665,1,,NOT_MODELED,IS,4,737.1813157518666,1.1102230246251565e-16
gpt2_medium,c8_r16,linear_bit,0.0,ASWM-IS,IS,145,371.0461734534585,2.907176960000001,1078.6968865600586,39930,,NOT_MODELED,IS,4,1078.696886560059,4.440892098500626e-16
gpt2_medium,c8_r16,linear_bit,0.5,ASWM-IS,IS,145,371.0630875515371,2.907176960000001,1078.7460588362917,39930,,NOT_MODELED,IS,4,1078.7460588362912,-4.440892098500626e-16
gpt2_medium,c8_r16,linear_bit,1.0,ASWM-IS,IS,145,371.0820654817191,2.907176960000001,1078.8012310376655,39930,,NOT_MODELED,IS,4,1078.8012310376637,-1.7763568394002505e-15
gpt2_medium,c8_r16,conservative_walden,0.0,ASWM-IS,IS,145,307.7340197885889,5.814353920000002,1789.27450427514,40172,,NOT_MODELED,IS,2,1789.2745042751392,-4.440892098500626e-16
gpt2_medium,c8_r16,conservative_walden,0.5,ASWM-IS,IS,145,307.848530319786,5.814353920000002,1789.9403090310873,40172,,NOT_MODELED,IS,2,1789.9403090310882,5.551115123125783e-16
gpt2_medium,c8_r16,conservative_walden,1.0,ASWM-IS,IS,145,308.0102807443579,5.814353920000002,1790.8807832462585,40172,,NOT_MODELED,IS,2,1790.8807832462549,-1.9984014443252818e-15
gpt2_medium,c4_r8,optimistic_constant_symbol,0.0,ASWM-IS,IS,145,2181.7610716698437,2.2629842944000007,4937.291039322171,63888,,NOT_MODELED,IS,4,4937.291039322167,-6.661338147750939e-16
gpt2_medium,c4_r8,optimistic_constant_symbol,0.5,ASWM-IS,IS,145,2181.787659310493,2.2629842944000007,4937.351206735385,63888,,NOT_MODELED,IS,4,4937.351206735381,-6.661338147750939e-16
gpt2_medium,c4_r8,optimistic_constant_symbol,1.0,ASWM-IS,IS,145,2181.8174911339565,2.2629842944000007,4937.418715683357,63888,,NOT_MODELED,IS,4,4937.418715683356,-2.220446049250313e-16
gpt2_medium,c4_r8,linear_bit,0.0,ASWM-IS,IS,145,2658.087300584183,2.2629842944000007,6015.2098143661005,158401,,NOT_MODELED,IS,4,6015.209814366098,-4.440892098500626e-16
