Tiles,PEs,Cols,Rows,EDP,TOPS,Energy,Area,Cycles,Latency,Power,Energy_per_MAC,TOPS_per_W,TOPS_per_mm2
1,1,9,113,0.47640609156159386,7.775917968749999,3.9449010196381638,1.2514520367000004e-05,603825152.0,0.1207650304,32.6659216378433,8.630652917952545e-11,0.23804373423040479,621351.6571721439
1,1,100,12,0.08389871215828629,11.045039062499999,1.2385803231445476,3.45075800566e-05,338689024.0,0.0677378048,18.284919725425578,2.709775937543192e-11,0.604051821301771,320075.7353712927
1,64,4,4,0.4792728085059724,7.916328125,4.361031464367572,7.795547628e-05,549494784.0,0.10989895679999999,39.6821916363047,9.541077710320477e-11,0.19949321845816242,101549.35230677293
1,32,4,8,0.43780929808051877,7.8649609375,3.9489214207566725,4.572614508e-05,554340352.0,0.11086807039999999,35.61820284694585,8.639458288361727e-11,0.2208129638459397,172001.39928130587
1,16,4,16,0.5574664571336025,7.806445312499999,4.415067953699712,2.936398188e-05,631322624.0,0.1262645248,34.96681241776401,9.659303032980709e-11,0.22325298683886127,265851.046510045
1,8,4,32,0.8320508963275391,7.276660156249999,6.003570915714743,2.102200588e-05,692963328.0,0.1385926656,43.31809976901651,1.31346097959894e-10,0.16798197970481307,346144.9015753961
1,32,8,4,0.3832099373386411,7.355,3.110731410447894,7.498571993799999e-05,615948288.0,0.1231896576,25.251563086152238,6.805651400068556e-11,0.29126909787352634,98085.34219690486
1,16,8,8,0.3362063808389353,7.355,2.7291770055129634,4.3137159938e-05,615948288.0,0.1231896576,22.15427056689021,5.970887504533824e-11,0.3319901676651058,170502.6480781573
1,8,8,16,0.3858851979693083,7.2964843749999995,2.784443494376322,2.7022495938e-05,692930560.0,0.13858611199999998,20.091793139967173,6.091804715483159e-11,0.3631574506152775,270015.19000098814
1,4,8,32,0.43040506485757296,7.276660156249999,3.1055399865082975,1.8841411938e-05,692963328.0,0.1385926656,22.407679173091086,6.794299009920581e-11,0.3247395725385246,386205.6718570111
